model,status,model_type,accuracy,f1_macro,num_rows,num_stations,test_size,model_path,preprocessing_path
hidro_risk_classifier,trained,dense_neural_network_classifier,0.8851425438596491,0.3717786428150127,119404,76,3648,models/risk/risk_classifier.keras,models/risk/risk_classifier_preprocessing.pkl
