station,status,reason,test_mae,test_mse,test_rmse,full_mae,full_mse,full_rmse,model_path,pipeline_path,num_rows,num_samples
4230_Zminec,trained,,0.02551584032968493,0.0006829267485314493,0.02613286720839199,0.012998392266757502,0.0009157007265985571,0.030260547361185604,models\hidro\model_4230_Zminec.keras,models\hidro\pipeline_4230_Zminec.pkl,1697.0,1673.0
4270_Zelezniki,trained,,0.014884289084927052,0.00031425512438922157,0.01772724243612699,0.016813795652807436,0.0010623660216797955,0.032593956827605255,models\hidro\model_4270_Zelezniki.keras,models\hidro\pipeline_4270_Zelezniki.pkl,1702.0,1678.0
4298_Vester,trained,,0.009536842317959445,0.00016184595948633295,0.012721869339304383,0.01489286419607058,0.0005985458452858827,0.024465196612450973,models\hidro\model_4298_Vester.keras,models\hidro\pipeline_4298_Vester.pkl,1695.0,1671.0
4400_Kamnik,trained,,0.018240301153407582,0.00037339910767659844,0.019323537659460766,0.029841706024241247,0.002867339684264302,0.0535475460153339,models\hidro\model_4400_Kamnik.keras,models\hidro\pipeline_4400_Kamnik.pkl,1697.0,1673.0
4430_Vir,trained,,0.014638038903363312,0.0002495625303507549,0.0157975482385956,0.0514511576138404,0.004788422740786963,0.06919843019019263,models\hidro\model_4430_Vir.keras,models\hidro\pipeline_4430_Vir.pkl,1696.0,1672.0
4445_Bisce,skipped,empty feature columns: ['pretok'],,,,,,,,,,
4480_Nevlje,trained,,0.009118931580577876,0.0001212354512902702,0.011010697130076288,0.016378261135786817,0.0012527060382805614,0.03539358753051972,models\hidro\model_4480_Nevlje.keras,models\hidro\pipeline_4480_Nevlje.pkl,1406.0,1382.0
4515_Vir,trained,,0.005531467633754607,4.0603225794246714e-05,0.006372066053820119,0.009624237561173254,0.0005471323828511785,0.023390861096829644,models\hidro\model_4515_Vir.keras,models\hidro\pipeline_4515_Vir.pkl,1639.0,1615.0
4520_Podrecje,trained,,0.005111211356485187,3.593924289737577e-05,0.005994934770068459,0.025619146473554684,0.0033498640427820385,0.057878010010556154,models\hidro\model_4520_Podrecje.keras,models\hidro\pipeline_4520_Podrecje.pkl,1690.0,1666.0
4570_Topole,trained,,0.10663212187596079,0.0116444188978148,0.10790930867082228,0.020788823871529406,0.0012749267793374036,0.03570611683363795,models\hidro\model_4570_Topole.keras,models\hidro\pipeline_4570_Topole.pkl,1680.0,1656.0
4575_Loka,trained,,0.00813470477157312,9.788719793647325e-05,0.009893795931616604,0.014856788682828276,0.0007261124969044197,0.026946474665611078,models\hidro\model_4575_Loka.keras,models\hidro\pipeline_4575_Loka.pkl,1696.0,1672.0
4626_Zagorje,trained,,0.008399896927704638,9.729427937709064e-05,0.009863786259702237,0.020363724417218603,0.0020877366722333508,0.04569175715852205,models\hidro\model_4626_Zagorje.keras,models\hidro\pipeline_4626_Zagorje.pkl,1243.0,1219.0
4650_Zebnik,trained,,0.030510835988458173,0.0011098911622470266,0.0333150290746838,0.023419888608859386,0.002035451814770174,0.045115981810996575,models\hidro\model_4650_Zebnik.keras,models\hidro\pipeline_4650_Zebnik.pkl,975.0,951.0
4695_Jelovec,trained,,0.020216736352017168,0.0005888848379447502,0.02426694949812914,0.012042441395313054,0.0005365964244877333,0.023164551031430187,models\hidro\model_4695_Jelovec.keras,models\hidro\pipeline_4695_Jelovec.pkl,1665.0,1641.0
4710_Rogatec,trained,,0.028074030371850762,0.0009744246846894641,0.031215776214751797,0.01190698361011887,0.00039968257526598925,0.019992062806673785,models\hidro\model_4710_Rogatec.keras,models\hidro\pipeline_4710_Rogatec.pkl,1693.0,1669.0
4750_Rakovec,trained,,0.003765691775971372,2.6304276720222065e-05,0.005128769513267492,0.008342748978271516,0.0001608088791651955,0.012681044088133892,models\hidro\model_4750_Rakovec.keras,models\hidro\pipeline_4750_Rakovec.pkl,1697.0,1673.0
4791_Zagaj,trained,,0.013755671054808218,0.00022383299974538745,0.014961049419923305,0.011432774145391842,0.0003547438198099149,0.018834644138127882,models\hidro\model_4791_Zagaj.keras,models\hidro\pipeline_4791_Zagaj.pkl,1696.0,1672.0
4820_Petrina,trained,,0.009107916192299042,9.90244499926496e-05,0.009951102953575026,0.023129019940831486,0.0016077032157984768,0.04009617457811252,models\hidro\model_4820_Petrina.keras,models\hidro\pipeline_4820_Petrina.pkl,1697.0,1673.0
4828_Sodevci,trained,,0.005524549645682178,3.834975056698426e-05,0.006192717542968051,0.013422076001620167,0.0006836705918813839,0.0261470952857365,models\hidro\model_4828_Sodevci.keras,models\hidro\pipeline_4828_Sodevci.pkl,1695.0,1671.0
4860_Metlika,trained,,0.007633429023421426,6.075163756548257e-05,0.007794333683226717,0.004338725266941299,3.7859933574206525e-05,0.006153042627367904,models\hidro\model_4860_Metlika.keras,models\hidro\pipeline_4860_Metlika.pkl,1695.0,1671.0
4960_Livold,trained,,0.0315189243600739,0.0009977583458655615,0.031587313052324685,0.010591490466887687,0.0004740934060658241,0.021773686092754808,models\hidro\model_4960_Livold.keras,models\hidro\pipeline_4960_Livold.pkl,1697.0,1673.0
4969_Gradac,trained,,0.20429635668794277,0.04431790503257058,0.2105181821899728,0.052311791152828635,0.006296082283654867,0.07934785620074979,models\hidro\model_4969_Gradac.keras,models\hidro\pipeline_4969_Gradac.pkl,1272.0,1248.0
4986_Dolenjce,skipped,"empty feature columns: ['vodostaj', 'pretok', 'temp_vode']",,,,,,,,,,
5030_Vrhnika,trained,,0.021137186999447458,0.0004591578772108003,0.021427969507417176,0.009641594656422465,0.0004970202330570052,0.022293950593311296,models\hidro\model_5030_Vrhnika.keras,models\hidro\pipeline_5030_Vrhnika.pkl,1563.0,1539.0
5040_Kamin,skipped,empty feature columns: ['pretok'],,,,,,,,,,
