model,status,test_mae,test_mse,test_rmse,full_mae,full_mse,full_rmse,model_path,pipeline_path,num_rows,num_stations,num_train_samples,num_test_samples
hidro_global_water_level_forecaster,trained,0.0016919889499296694,1.1497806529410813e-05,0.0033908415665452156,0.002501675383916939,1.7751602012019675e-05,0.0042132650061466196,models/hidro_global/model_hidro_global.keras,models/hidro_global/pipeline_hidro_global.pkl,207455,129,198167,6192
